Borough,Site Name,Site Address,Postcode,Type of Site,Grid ref easting,Grid ref northing,Open to Public,Opening times,Site Ref
Wandsworth,"Dover House Road Estate, including The Pleasance Open Space and Roehampton Allotments",eastern boundary: Putney Park Lane; north: Upper Richmond Road; south: Crestway; west: Huntingfield Road,SW15 5AR,Housing/Estate Landscaping,522650,175150,Partially,"unrestricted access to public areas. Roehampton Allotments private, only open for OGSW",WND010
Wandsworth,Dromore Road Open Space,Rusholme Road/Holmbush Road/Dromore Road,SW15,Public Open Land,5424095,174220,Yes,unrestricted,WND011
Wandsworth,Du Cane Court,Balham High Road,SW17,Housing/Estate Landscaping,528287,173018,No,private,WND011a
Wandsworth,Fairacres,Roehampton Lane,SW15 5LX,Housing/Estate Landscaping,522014,175048,No,private,WND012
Wandsworth,Fairlawns,Wimbledon Park Side,SW19,Private Garden,523650,173450,No,under development,WND013
Wandsworth,Fitzhugh Estate,"Trinity Road, Wandsworth",SW18,Housing/Estate Landscaping,526892,174159,Yes,unrestricted,WND014
Wandsworth,Fountain Road Recreation Ground,"Fountain Road/Alston Road/Bertal Road, Tooting",SW17,Public Park,526705,171487,Yes,8am - dusk,WND014a
Wandsworth,Furzedown Recreation Ground,Furzedown Drive,SW17,Public Park,528659,171228,Yes,8am - dusk,WND015
Wandsworth,Garratt Green,Aboyne Road/Burntwood Lane,SW17,Public Park,526503,172391,Yes,unrestricted,WND016
Wandsworth,Garratt Lane Old Burial Ground,Garratt Lane/Malva Close,SW18,Public Gardens,525692,174495,Yes,unrestricted,WND017
Wandsworth,Garratt Park,Siward Road/Rosemary Road,SW17,Public Park,526060,172318,Yes,,WND018
Wandsworth,Godley Gardens,Godley Road/Tilehurst Road,SW18,Public Gardens,526767,173091,Yes,unrestricted,WND019
Wandsworth,Heathbrook Park,Portslade Road/Crichton Street/St Rule Street,SW8,Public Park,529187,176340,Yes,8am - dusk,WND020
Wandsworth,Holborn Estate; Diprose Lodge,"750 Garratt Lane, Summerstown",SW17 0LY,Private Garden,526592,171947,No,private (visible from road),WND021
Wandsworth,Huguenot Burial Ground,East Hill/Huguenot Place/St John's Hill,SW18 2QZ,Public Gardens,526260,174785,Yes,unrestricted,WND022
Wandsworth,Innes Gardens,off Tildesley Road/ Cortis Road,SW15,Housing/Estate Landscaping,522948,174222,No,,WND023
Wandsworth,Kenilworth Court,Lower Richmond Road,SW15 1EW,Housing/Estate Landscaping,524032,175677,No,private,WND024
Wandsworth,King George's Park,Merton Road/Buckhold Road/Kimber Road/Burr Road/Neville Gill Close/Bodmin Street,SW18,Public Park,525488,174238,Yes,8am - dusk,WND025
Wandsworth,Lambeth Cemetery and Crematorium,"Blackshaw Road/Waterside, Summerstown",SW17 0BY,Cemetery,526530,171481,Yes,Weekdays: 8am - 6pm (April-October)/ - 4pm (November-March). Weekends/Bank Holidays 10am - 6pm (April-October)/ - 4pm (November-March),WND026
Wandsworth,Latchmere Recreation Ground,Burns Road/Reform Street,SW11,Public Gardens,527744,176367,Yes,8am - dusk,WND027
Wandsworth,Leader's Gardens,Festing Road/Ashlone Road/Stockhurst Close (Riverside Path),SW15,Public Park,523549,176170,Yes,8am - dusk,WND028
Wandsworth,Linden Lodge School,"61 Princes Way, Southfields",SW19 6JB,Institutional Grounds;,524283,173150,By appointment only,private but has opened for OGSW,WND028a
Wandsworth,Manor Fields Estate,"Manor Fields, Putney Hill",SW15,Housing/Estate Landscaping,523591,174258,No,private,WND029
Wandsworth,Melrose Road Triangle,Melrose Road/Viewfield Road,SW18,Public Open Land,524805,174099,Yes,,WND030
Wandsworth,Merton Road,Junction of Merton Road/Buckhold Road,SW18,Public Gardens,525315,174195,Yes,unrestricted,WND031
Wandsworth,Montefiore Gardens,Montefiore Street/Tennyson Street,SW8,Public Gardens,528745,176113,Yes,8am - dusk,WND032
Wandsworth,Nightingale Square,Nightingale Square,SW12 8QN,Garden Square,528210,173748,Occasionally,"Has opened for OGSW. Otherwise private, for keyholders only",WND033
Wandsworth,"Old Town Hall and Municipal Offices, Wandsworth",Wandsworth High Street/Fairfield Street,SW18,Public Gardens,525774,174689,Partially,"used for wedding receptions, but not intended for public access",WND034
Wandsworth,Openview Sports Ground,Openview/Fieldview,SW18,Private Open Land,526567,173028,No,residents only,WND035
Wandsworth,Putney Heath,Putney Heath Lane/Kingston Road/Tibbet's Ride/Roehampton Lane/Old Portsmouth Road,SW15,Public Open Land,522919,173785,Yes,unrestricted,WND036
Wandsworth,Putney Lower Common,Commondale/Lower Richmond Road/Quens Ride/Common Road,SW15,Public Open Land,522968,176027,Yes,unrestricted,WND037
Wandsworth,Putney Lower Common Cemetery,Lower Richmond Road,SW15 1JF,Cemetery,522871,175957,Yes,Nov-Feb: Mon-Sat 8am-4pm/Sun 10am-4pm; Mar/Oct: closure at 5pm; April/Sept: closure at 6pm; May - August closure at 7pm. Christmas Day 10am-1pm,WND038
Wandsworth,Putney Old Burial Ground,Upper Richmond Road (behind Nos. 205-213),SW15,Public Gardens,523702,175088,Yes,unrestricted,WND039
Wandsworth,Putney Park Lane,"Putney Park Lane, between Upper Richmond Road and Putney Heath",SW15,Public Open Land,522595,175350,Yes,unrestricted,WND041
Wandsworth,Putney Vale Cemetery and Crematorium *,"Kingston Road/Stag Lane, Kingston Vale",SW15 3DZ,Cemetery,522479,172787,Yes,Nov-Feb: Mon-Sat 8am-4pm/Sun 10am-4pm; Mar/Oct: closure at 5pm; April/Sept: closure at 6pm; May - August closure at 7pm. Christmas Day 10am-1pm,WND042
Wandsworth,Queen Mary's Place,Roehampton Lane,SW15 5BF,Housing/Estate Landscaping,522189,174240,Occasionally,"Has opened for OGSW. Otherwise private, for residents only",WND043
Wandsworth,Richardson Evans Memorial Playing Fields,"Stag Lane, off Roehampton Vale",SW15,Public Open Land,521950,172156,Yes,unrestricted to War Memorial Gardens,WND044
Wandsworth,Roehampton University (Grove House Estate) *,"Roehampton Lane/Clarence Lane, Roehampton",SW15 5PJ,Institutional Grounds;,522093,174376,Occasionally,"private, Grove House Estate has opened for OGSW",WND048
Wandsworth,"Roehampton University: Downshire House, Manresa House (Whitelands College), Mount Clare and Downshire Field","Downshire House, Roehampton Lane / Whitelands College, Holybourne Avenue / Mount Clare, Munstead Gardens",SW15,Institutional Grounds,522045,174053,Partially,private/some access,WND047
Wandsworth,Royal Victoria Patriotic Building Grounds,off Trinity Road/Windmill Road,SW18,Public Open Land,526797,174342,Partially,part in front of RVPB has unrestricted access,WND050
Wandsworth,Spencer Park,Spencer Park,SW18,Housing/Estate Landscaping,526801,174728,No,private,WND057
Wandsworth,Springfield Hospital (SHARE Community Horticulture Project) *,Burntwood Lane/Glenburnie Road/Beechcroft Road,SW17 7DJ,Institutional Grounds,527130,172513,Yes,unrestricted to public areas; golf course private,WND058
Wandsworth,St Anne's Churchyard,St Ann's Crescent/St Ann's Hill,SW18,Public Gardens,526031,174447,Yes,8am - dusk,WND051
Wandsworth,"St Mary the Virgin Churchyard, Putney",Putney High Street,SW15,Churchyard,524192,175586,Yes,unrestricted,WND052
Wandsworth,St Mary's Cemetery,Battersea Rise/Bolingbroke Grove,SW11 1HE,Cemetery,527238,174972,Yes,Nov-Feb: Mon-Sat 8am-4pm/Sun 10am-4pm; Mar/Oct: closure at 5pm; April/Sept: closure at 6pm; May - August closure at 7pm. Christmas Day 10am-1pm,WND053
Wandsworth,"St Mary's Churchyard, Battersea",Battersea Church Road,SW11 3NA,Churchyard,526808,176866,Yes,unrestricted,WND054
Wandsworth,"St Nicholas Churchyard, Tooting","Church Lane, Tooting",SW17,Churchyard,527895,171114,Yes,8am - dusk,WND055
Wandsworth,St Philip the Apostle Church (St Philip Square),Queenstown Road/St Philip Square,SW8,Garden Square;,528679,176274,Yes,8am - dusk,WND056
Wandsworth,Streatham Cemetery,"Garratt Lane, Tooting",SW17 0LT,Cemetery,526854,172003,Yes,Weekdays: 8am - 6pm (April-October)/ - 4pm (November-March). Weekends/Bank Holidays 10am - 6pm (April-October)/ - 4pm (November-March),WND059
Wandsworth,Swaby Gardens,Swaby Road/Leckford Road/Lidiard Road,SW18,Public Gardens,526355,172910,Yes,8am - dusk,WND060
Wandsworth,Templeton,"118 Priory Lane, Roehampton",SW15 5JL,Private Garden,521400,174541,No,private,WND061
Wandsworth,The Priory Hospital,"Priory Lane, Roehampton",SW15 5JJ,Institutional Grounds,521605,175118,No,private,WND062
Wandsworth,Tooting Common,Tooting Bec Road/Dr Johnson's Avenue/Bedford Hill,SW16 1RU,Public Open Land,529173,172406,Yes,unrestricted. For opening times for Tooting Bec Lido call 020 8871 7198,WND063
Wandsworth,Tooting Gardens,footpath off Gambole Road/Fountain Road,SW17,Public Park,526956,171533,Yes,8am - dusk,WND064
Wandsworth,Victoria Drive Open Space,Victoria Drive,SW19,Public Gardens,523768,173491,No,,WND065
Wandsworth,Wandsworth Cemetery,"Magdalen Road, Earlsfield",SW18,Cemetery,526518,173596,Yes,Nov-Feb: Mon-Sat 8am-4pm/Sun 10am-4pm; Mar/Oct: closure at 5pm; April/Sept: closure at 6pm; May - August closure at 7pm. Christmas Day 10am-1pm,WND066
Wandsworth,Wandsworth Common,Wandsworth Common Westside/Northside/Bolingbroke Grove/Nightingale Lane/Trinity Road,SW12/SW11/SW18,Public Open Land,527127,174112,Yes,unrestricted. Nature Study Centre open 2-4pm Wed; 2.30-4.30pm on 1st Sun of month.,WND067
Wandsworth,Wandsworth Park *,Putney Bridge Road/Northfields,SW15,Public Park,524779,175248,Yes,8am - dusk,WND068
Wandsworth,Wandsworth Society of Friends Burial Ground,59 Wandsworth High Street,SW18 2PT,Cemetery,525708,174617,Yes,Meeting house open every 2nd Tues of month 12.30-1pm and Sun 10.30-11.30am,WND069
Wandsworth,Waterman's Green,Putney Bridge,SW15,Private Open Land,524114,175674,No,inaccessible,WND070
Wandsworth,West Hill Road Green (West Hill Road/Viewfield Road),West Hill Road/Viewfield Road,SW18,Public Open Land,524763,174212,Yes,,WND071
Wandsworth,West Hill Road Green (West Hill Road/Wimbledon Park Road),West Hill Road/Wimbledon Park Road,SW18,Public Open Land,525094,174145,Yes,unrestricted,WND072
Wandsworth,West Hill Triangle,West Hill/Upper Richmond Road,SW15,Public Open Land,524856,174591,Yes,,WND073
Wandsworth,Wildcroft Manor Gardens,Wildcroft Road/Telegraph Road,SW15,Housing/Estate Landscaping,523347,173623,Occasionally,"Has opened for OGSW. Otherwise private, for residents only",WND074
Wandsworth,Wimbledon Park *,Wimbledon Park Road/Home Park Road,SW19,Public Park;,524635,172720,Yes,8am (weekdays)/9am (weekends/Bank Hols) - dusk,WND075
Wandsworth,York Gardens,York Road/Plough Road,SW11 2SH,Public Park,526726,175919,Yes,unrestricted,WND076
Westminster,Abbey Orchard Estate: Little Abbey and Abbey Orchard Courtyard Garden,Old Pye Street/Abbey Orchard Street,SW1P 2LJ,Housing/Estate Landscaping,529772,179319,Occasionally,"Has opened for OGSW. Otherwise private, for keyholders only",WST001
Westminster,Alma Square Garden,"Alma Square, St John's Wood",NW8,Garden Square,526350,182950,No,private,WST002
Westminster,Ashley Gardens,"Ashley Gardens,  Westminster",SW1,Housing/Estate Landscaping,529450,179150,No,"private, residents only",WST003
Westminster,Ashworth Mansions Garden,"Ashworth Road/Biddulph Road, Maida Vale",W9 1JL,Private Garden,525820,182732,No,"private, residents only",WST003a
Westminster,Belgrave Square Gardens *,"Belgrave Square, Belgravia",SW1X 8PG,Garden Square,528268,179429,Occasionally,"Has opened for OGSW, otherwise private with access to any resident on Grosvenor Belgravia Estate",WST004
Westminster,Berkeley Square Gardens *,"Berkeley Square, Mayfair",W1J 5AX,Garden Square;,528783,180601,Yes,8am - dusk,WST005
Westminster,Bessborough Gardens,"Bessborough Gardens, Vauxhall Bridge Road, Pimlico",SW1V 2JE,Garden Square;,529879,178300,Yes,8am - dusk,WST006
Westminster,Brown Hart Garden,Balderton Street/Duke Street,W1K 6WP,Square,528383,180955,Partially,"Open weekdays 11am-3pm, and has opened for OGSW",WST008
Westminster,Bryanston Square,Bryanston Square,W1H 2DH,Garden Square,527686,181501,Occasionally,"Has opened for OGSW. Otherwise private, for keyholders only",WST010
Westminster,Buckingham Palace Gardens *,Buckingham Palace Gardens,SW1A 1AA,Private Garden,528809,179606,Partially,"Part of garden visible when Buckingham Palace is open for tours (usually August/September, check website)",WST011
Westminster,Cambridge Square Gardens,"Cambridge Square, Marylebone",W2,Garden Square,527203,181294,No,"private, open to keyholders only",WST012
Westminster,"Carlton House Terrace Gardens, including Waterloo Place East Garden","Carlton House Terrace; Carlton Gardens; Waterloo Place, St James's",SW1Y 5EP,Private Garden,529693,180276,Occasionally,"Has opened for OGSW. Otherwise private, for keyholders only",WST013
Westminster,Cavendish Square Gardens,"Cavendish Square, Marylebone",W1,Garden Square;,528850,181350,Yes,8am  - dusk,WST014
Westminster,Chelsea Bridge Shrubbery,Grosvenor Road,SW1,Private Open Land,528550,177950,Partially,"A small area to east of bridge is accessible, remainder only accessible subject to permission from keyholder",WST015
Westminster,Chesham Place,"Chesham Place, Belgravia",SW1,Garden Square,528123,179209,No,"private, open to keyholders only",WST016
Westminster,Chester Square *,"Chester Square, Eccleston Street, Belgravia",SW1W 9HS,Garden Square,528504,178996,Occasionally,"Has opened for OGSW. Otherwise private, with access to all residents and occupiers of Chester Square",WST017
Westminster,Christchurch Gardens,Broadway/Victoria Street,SW1,Public Gardens,529586,179343,Yes,unrestricted,WST018
Westminster,Churchill Gardens Estate *,Bounded by Lupus Street and Grosvenor Road; Churchill Gardens Road,SW1,Housing/Estate Landscaping,529150,178050,Yes,private estate but access to public spaces,WST019
Westminster,Cleveland Gardens,"Cleveland Gardens, Bayswater",W2 6HA,Garden Square,526169,181170,Occasionally,"Opens to the public 21 days p.a. and has opened for OGSW. Otherwise private, keyholders only",WST020
Westminster,Cleveland Square,"Cleveland Square, Bayswater",W2 6DG,Garden Square,526203,181093,Occasionally,"Has opened for OGSW. Otherwise private, keyholders only",WST020a
Westminster,Connaught Square Gardens,"Connaught Square, Paddington",W2,Garden Square,527509,181090,No,"private, for keyholders only",WST021
Westminster,Craven Hill Gardens: Corringham Garden,"13-16 Craven Hill Gardens, Bayswater",W2 3EH,Garden Square,526188,180809,No,"private, residents only",WST022
Westminster,Craven Hill Gardens: Hempel Garden Square,"31-35 Craven Hill Gardens, Bayswater",W2 3EA,Garden Square,526216,180909,Partially,hotel patrons (bar/restaurant open to public; garden to hotel guests),WST022a
Westminster,Crewe House,"Curzon Street, Mayfair",W1,Private Garden,528641,180303,No,Private,WST024
Westminster,Cundy Street Flats Gardens,"Cundy Street, off Ebury Street, Belgravia",SW1,Housing/Estate Landscaping,528450,178650,No,"Access only to residents of Lochmore, Stack, Kylestrome & Laxford Houses",WST025
Westminster,Dolphin Square Garden *,"Chichester Street, Pimlico",SW1V 3LX,Housing/Estate Landscaping,529478,178095,Partially,"private; bars and restaurant are open to public, spa by appointment. Has opened for OGSW",WST026
Westminster,Dorset Square,"Dorset Square/Gloucester Place, Marylebone",NW1 6QJ,Garden Square,527650,182050,Occasionally,"Has opened for OGSW. Otherwise private, for keyholders only",WST027
Westminster,Drury Lane Gardens,"Drury Lane, Covent Garden",WC2B 5TB,Public Gardens,530488,181090,Yes,8am - dusk,WST028
Westminster,Eaton Square Gardens *,"Eaton Square, Belgravia",SW1W 9BD,Garden Square,528389,178944,Occasionally,"Private  for residents/occupiers of Eaton Square. Central and south enclosure have opened for OGSW. Otherwise private, for keyholders only",WST029
Westminster,Ebury Square Garden,"Ebury Square/Buckingham Palace Road, Pimlico",SW1,Garden Square;,528507,178600,Yes,8am - dusk,WST030
Westminster,Eccleston Square *,"Eccleston Square, Pimlico",SW1V 1NP,Garden Square,528943,178647,Occasionally,"Has opened for OGSW and National Gardens Scheme. Otherwise private, for keyholders only",WST031
Westminster,Ennismore Gardens,"Ennismore Gardens, Knightsbridge",SW7 1AJ,Garden Square,527089,179449,Occasionally,"Has opened for OGSW. Otherwise private, keyholders only",WST032
Westminster,Forbes House Gardens,"Halkin Street, Belgravia",SW1X 7DS,Private Garden,528318,179634,No,private,WST033
Westminster,Formosa Garden,"Warrington Crescent, Castellain Road, Formosa Street, Sutherland Avenue",W9 1EZ,Private Garden,525985,182298,Occasionally,"Has opened for OGSW. Otherwise private, for keyholders only",WST034
Westminster,Garden of Rest Marylebone,Marylebone High Street,W1U 5BA,Public Gardens,528309,181966,Yes,7am - dusk,WST034a
Westminster,Gloucester Square Gardens,"Gloucester Square, Paddington",W2,Garden Square,527015,181079,Occasionally,"Has opened for OGSW. Otherwise private, for keyholders only",WST035
Westminster,Golden Square Garden,"Golden Square, Soho",W1F 9JS,Garden Square;,529359,180838,Yes,8am - dusk,WST036
Westminster,Great Cumberland Place,"Great Cumberland Place, Marylebone",W1H 7TH,Garden Square;,527738,181276,Yes,unrestricted,WST037
Westminster,Green Park *,"Piccadilly, St James's",SW1,Public Park,529420,179806,Yes,unrestricted,WST038
Westminster,Green Street Garden,"Green Street, Mayfair",W1,Housing/Estate Landscaping,528150,180950,No,"Private, access only for residents/guests",WST038a
Westminster,Grosvenor Estate Garden,"Grosvenor Estate, Page Street, Westminster",SW1,Housing/Estate Landscaping,529850,178850,Yes,appears to be unrestricted,WST039
Westminster,Grosvenor Square Garden *,"Grosvenor Square, Mayfair",W1,Garden Square;,528376,180815,Yes,8am - dusk,WST040
Westminster,Halkin Street Garden,"Halkin Street, Belgravia",SW1,Private Garden,528319,179584,No,"Private, access only for residents/keyholders",WST041
Westminster,Hallfield Estate and Hallfield School,Bishop's Bridge Road/Inverness Terrace,W2 6HF,Housing/Estate Landscaping;,526050,181250,Partially,unrestricted to public areas,WST042
Westminster,Hanover Square Garden,"Hanover Square, Soho",W1,Garden Square;,528900,181084,Yes,8am - dusk,WST043
Westminster,Hanover Terrace Garden,Hanover Terrace/Outer Circle,NW1 4RJ,Private Garden,527531,182581,No,private,WST043a
Westminster,Hide Tower Garden,"Hide Place, Regency Street, Westminster",SW1P 4AA,Housing/Estate Landscaping,529727,178720,No,private,WST044
Westminster,Holy Trinity Churchyard,"1, Marylebone Road/Osnaburgh Terrace/Albany Street",NW1,Churchyard,528868,182229,Yes,Churchyard area unrestricted. Church open for events,WST045
Westminster,Hyde Park Gardens,"Hyde Park Gardens, Paddington",W2,Garden Square,527028,180893,No,"private, residents only",WST047
Westminster,Hyde Park Square Gardens,"Hyde Park Square, Paddington",W2,Garden Square,527141,181041,Occasionally,"Has opened for OGSW. Otherwise private, for keyholders only",WST048
